"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Time markers"
258060,19.9997347495399,0.000670406881159317,3289.15054346273,NaN,NaN,""
258120,19.9997678908009,0.000670192233115146,3289.19075125173,NaN,NaN,""
258180,19.9998028710916,0.00066997758514633,3289.23095904069,NaN,NaN,""
258240,19.9998386054121,0.00066976293720841,3289.27116682964,NaN,NaN,""
258300,19.9998650107023,0.00066957307797112,3289.31136129273,NaN,NaN,""
258360,19.9998661707988,0.000669450299183666,3289.35151969488,NaN,NaN,""
258420,19.9998673308952,0.000669327520396212,3289.39167809702,NaN,NaN,""
258480,19.9998677163003,0.00066920474157435,3289.43183649912,NaN,NaN,""
258540,19.9998679435283,0.000669081962745462,3289.47199490122,NaN,NaN,""
258600,19.9998817652003,0.000668945194197956,3289.51213720104,NaN,NaN,""
258660,19.9999167560317,0.000668786640972681,3289.55225442654,NaN,NaN,""
258720,19.9999517468631,0.000668628087747405,3289.59237165204,NaN,NaN,""
258780,19.999987630656,0.000668469534592321,3289.6324888775,NaN,NaN,""
258840,20.0000235597995,0.000668310981440803,3289.67260610295,NaN,NaN,""
258900,20.0000371728797,0.000668185006440577,3289.7127043203,NaN,NaN,""
258960,20.0000295399305,0.000668090047500088,3289.75278444095,NaN,NaN,""
259020,20.0000218212406,0.000667995088561662,3289.7928645616,NaN,NaN,""
259080,20.0000130120789,0.000667900129649469,3289.83294468223,NaN,NaN,""
259140,20.0000042029172,0.000667805170737276,3289.87302480286,NaN,NaN,""
259200,20.0000508299111,0.000667725667520352,3289.913089576,NaN,NaN,""
259260,20.0001295271818,0.000667655105551605,3289.95314547049,NaN,NaN,""
259320,20.00020868328,0.000667584543567808,3289.99320136497,NaN,NaN,""
259380,20.0002897441379,0.000667513981521532,3290.03325725943,NaN,NaN,""
259440,20.0003708049957,0.000667443419475256,3290.07331315388,NaN,NaN,""
259500,20.0003324117783,0.00066732247738708,3290.11334608521,NaN,NaN,""
259560,20.0002552002404,0.000667185163579395,3290.15337155435,NaN,NaN,""
259620,20.0001766400946,0.000667047849789677,3290.19339702347,NaN,NaN,""
259680,20.0000951520294,0.000666910536038964,3290.23342249256,NaN,NaN,""
259740,20.0000136639642,0.000666773222288251,3290.27344796166,NaN,NaN,""
259800,19.9999481409584,0.000666678817083046,3290.31344450129,NaN,NaN,""
259860,19.9998848785742,0.000666590487645177,3290.35343694456,NaN,NaN,""
259920,19.9998218312636,0.000666502158204872,3290.39342938782,NaN,NaN,""
259980,19.9997590615132,0.000666413828761424,3290.43342183107,NaN,NaN,""
260040,19.9996962917629,0.000666325499317975,3290.47341427431,NaN,NaN,""
260100,19.9997557465918,0.000666232392433143,3290.51338023457,NaN,NaN,""
260160,19.9998155454941,0.000666139272099381,3290.55334612028,NaN,NaN,""
260220,19.99987719306,0.000666046151832708,3290.59331200598,NaN,NaN,""
260280,19.9999403061276,0.000665953031619218,3290.63327789168,NaN,NaN,""
260340,19.9999899223491,0.000665872122912738,3290.6732423367,NaN,NaN,""
260400,19.9999390615987,0.000665882122498994,3290.71319605659,NaN,NaN,""
260460,19.9998882008484,0.00066589212208525,3290.75314977649,NaN,NaN,""
260520,19.9998352467281,0.000665902121611217,3290.79310349637,NaN,NaN,""
260580,19.9997813031154,0.000665912121108688,3290.83305721626,NaN,NaN,""
260640,19.999746255352,0.000665903877825463,3290.87300896756,NaN,NaN,""
260700,19.9997711599691,0.000665837754205541,3290.91295447296,NaN,NaN,""
260760,19.9997960645862,0.00066577163058562,3290.95289997836,NaN,NaN,""
260820,19.9998226765732,0.000665705506972656,3290.99284548375,NaN,NaN,""
260880,19.9998497147033,0.000665639383361429,3291.03279098913,NaN,NaN,""
260940,19.9998987760396,0.000665575946164146,3291.07272990255,NaN,NaN,""
261000,19.9999868412195,0.000665517266696916,3291.11265714138,NaN,NaN,""
261060,20.0000749063994,0.000665458587229685,3291.15258438021,NaN,NaN,""
261120,20.0001644937751,0.000665399907718627,3291.19251161901,NaN,NaN,""
261180,20.0002542108404,0.000665341228203835,3291.23243885781,NaN,NaN,""
261240,20.0002768412071,0.000665262943620983,3291.27235494605,NaN,NaN,""
261300,20.00022740425,0.000665163598458038,3291.3122590559,NaN,NaN,""
261360,20.0001778063335,0.000665064253291275,3291.35216316574,NaN,NaN,""
261420,20.0001246014067,0.000664964908038976,3291.39206727553,NaN,NaN,""
261480,20.00007139648,0.000664865562786676,3291.43197138533,NaN,NaN,""
261540,20.0000438020523,0.00066472018822408,3291.47185121269,NaN,NaN,""
261600,20.0000330455825,0.00066454455108883,3291.51171507526,NaN,NaN,""
261660,20.0000224776196,0.000664368913950863,3291.55157893781,NaN,NaN,""
261720,20.0000128709639,0.000664193276799034,3291.59144280031,NaN,NaN,""
261780,20.0000032643081,0.000664017639647204,3291.63130666281,NaN,NaN,""
261840,19.9999686981036,0.000663831759981418,3291.67113177401,NaN,NaN,""
261900,19.999924643552,0.000663641986634356,3291.71094215394,NaN,NaN,""
261960,19.9998803228106,0.00066345221326994,3291.75075253384,NaN,NaN,""
262020,19.9998353348275,0.000663262439862026,3291.7905629137,NaN,NaN,""
262080,19.9997903468445,0.000663072666454111,3291.83037329355,NaN,NaN,""
262140,19.9998118170874,0.000662839009644676,3291.87013026566,NaN,NaN,""
262200,19.9998454046881,0.000662597351555257,3291.90987749992,NaN,NaN,""
262260,19.9998798578868,0.000662355693494141,3291.94962473415,NaN,NaN,""
262320,19.999915575398,0.000662114035474366,3291.98937196833,NaN,NaN,""
262380,19.9999512929092,0.00066187237745459,3292.02911920251,NaN,NaN,""
262440,19.9999197629471,0.000661688060802825,3292.0688064231,NaN,NaN,""
262500,19.9998859391663,0.000661505700071398,3292.10849159662,NaN,NaN,""
262560,19.9998511204407,0.000661323339369715,3292.14817677011,NaN,NaN,""
262620,19.9998154109694,0.000661140978694659,3292.18786194358,NaN,NaN,""
